subs,var,type,type_data,id
S15,S15_M3_B4_Li_04_14_V_res,Float,v_res,567
S15,S15_M4_B4_Ld4_CB_ctrl,Int16,cb_ctrl,568
S15,S15_M4_B4_Ld4_CB_res,Int16,cb_res,569
S15,S15_M4_B4_Ld4_f_res,Float,f_res,570
S15,S15_M4_B4_Ld4_P_res,Float,p_res,571
S15,S15_M4_B4_Ld4_Q_res,Float,q_res,572
S15,S15_M4_B4_Ld4_V_res,Float,v_res,573
S16,S16_M1_B3_Li_03_04_CB_ctrl,Int16,cb_ctrl,574
S16,S16_M1_B3_Li_03_04_CB_res,Int16,cb_res,575
S16,S16_M1_B3_Li_03_04_I_res,Float,i_res,576
S16,S16_M1_B3_Li_03_04_P_res,Float,p_res,577
S16,S16_M1_B3_Li_03_04_Q_res,Float,q_res,578
S16,S16_M1_B3_Li_03_04_V_res,Float,v_res,579
S16,S16_M2_B3_Li_02_03_CB_ctrl,Int16,cb_ctrl,580
S16,S16_M2_B3_Li_02_03_CB_res,Int16,cb_res,581
S16,S16_M2_B3_Li_02_03_I_res,Float,i_res,582
S16,S16_M2_B3_Li_02_03_P_res,Float,p_res,583
S16,S16_M2_B3_Li_02_03_Q_res,Float,q_res,584
S16,S16_M2_B3_Li_02_03_V_res,Float,v_res,585
S16,S16_M3_B3_Li_03_18_CB_ctrl,Int16,cb_ctrl,586
S16,S16_M3_B3_Li_03_18_CB_res,Int16,cb_res,587
S16,S16_M3_B3_Li_03_18_I_res,Float,i_res,588
S16,S16_M3_B3_Li_03_18_P_res,Float,p_res,589
S16,S16_M3_B3_Li_03_18_Q_res,Float,q_res,590
S16,S16_M3_B3_Li_03_18_V_res,Float,v_res,591
S16,S16_M4_B3_Ld3_CB_ctrl,Int16,cb_ctrl,592
S16,S16_M4_B3_Ld3_CB_res,Int16,cb_res,593
S16,S16_M4_B3_Ld3_f_res,Float,f_res,594
S16,S16_M4_B3_Ld3_P_res,Float,p_res,595
S16,S16_M4_B3_Ld3_Q_res,Float,q_res,596
S16,S16_M4_B3_Ld3_V_res,Float,v_res,597
S17,S17_M1_B1_Li_01_02_CB_ctrl,Int16,cb_ctrl,598
S17,S17_M1_B1_Li_01_02_CB_res,Int16,cb_res,599
S17,S17_M1_B1_Li_01_02_f_res,Float,f_res,600
S17,S17_M1_B1_Li_01_02_I_res,Float,i_res,601
S17,S17_M1_B1_Li_01_02_P_res,Float,p_res,602
S17,S17_M1_B1_Li_01_02_Q_res,Float,q_res,603
S17,S17_M1_B1_Li_01_02_V_res,Float,v_res,604
S17,S17_M2_B1_Li_01_39_CB_ctrl,Int16,cb_ctrl,605
S17,S17_M2_B1_Li_01_39_CB_res,Int16,cb_res,606
S17,S17_M2_B1_Li_01_39_I_res,Float,i_res,607
S17,S17_M2_B1_Li_01_39_P_res,Float,p_res,608
S17,S17_M2_B1_Li_01_39_Q_res,Float,q_res,609
S17,S17_M2_B1_Li_01_39_V_res,Float,v_res,610
S18,S18_M1_B18_Li_03_18_CB_ctrl,Int16,cb_ctrl,611
S18,S18_M1_B18_Li_03_18_CB_res,Int16,cb_res,612
S18,S18_M1_B18_Li_03_18_I_res,Float,i_res,613
S18,S18_M1_B18_Li_03_18_P_res,Float,p_res,614
S18,S18_M1_B18_Li_03_18_Q_res,Float,q_res,615
S18,S18_M1_B18_Li_03_18_V_res,Float,v_res,616
S18,S18_M2_B18_Li_17_18_CB_ctrl,Int16,cb_ctrl,617
S18,S18_M2_B18_Li_17_18_CB_res,Int16,cb_res,618
S18,S18_M2_B18_Li_17_18_I_res,Float,i_res,619
S18,S18_M2_B18_Li_17_18_P_res,Float,p_res,620
S18,S18_M2_B18_Li_17_18_Q_res,Float,q_res,621
S18,S18_M2_B18_Li_17_18_V_res,Float,v_res,622
S18,S18_M3_B18_Ld18_CB_ctrl,Int16,cb_ctrl,623
S18,S18_M3_B18_Ld18_CB_res,Int16,cb_res,624
S18,S18_M3_B18_Ld18_f_res,Float,f_res,625
S18,S18_M3_B18_Ld18_P_res,Float,p_res,626
S18,S18_M3_B18_Ld18_Q_res,Float,q_res,627
S18,S18_M3_B18_Ld18_V_res,Float,v_res,628
S19,S19_M1_B26_Li_25_26_CB_ctrl,Int16,cb_ctrl,629
S19,S19_M1_B26_Li_25_26_CB_res,Int16,cb_res,630
S19,S19_M1_B26_Li_25_26_I_res,Float,i_res,631
S19,S19_M1_B26_Li_25_26_P_res,Float,p_res,632
S19,S19_M1_B26_Li_25_26_Q_res,Float,q_res,633
S19,S19_M1_B26_Li_25_26_V_res,Float,v_res,634
S19,S19_M2_B26_Li_26_27_CB_ctrl,Int16,cb_ctrl,635
S19,S19_M2_B26_Li_26_27_CB_res,Int16,cb_res,636
S19,S19_M2_B26_Li_26_27_I_res,Float,i_res,637
S19,S19_M2_B26_Li_26_27_P_res,Float,p_res,638
S19,S19_M2_B26_Li_26_27_Q_res,Float,q_res,639
S19,S19_M2_B26_Li_26_27_V_res,Float,v_res,640
S19,S19_M3_B26_Li_26_28_CB_ctrl,Int16,cb_ctrl,641
S19,S19_M3_B26_Li_26_28_CB_res,Int16,cb_res,642
S19,S19_M3_B26_Li_26_28_I_res,Float,i_res,643
S19,S19_M3_B26_Li_26_28_P_res,Float,p_res,644
S19,S19_M3_B26_Li_26_28_Q_res,Float,q_res,645
S19,S19_M3_B26_Li_26_28_V_res,Float,v_res,646
S19,S19_M4_B26_Li_26_29_CB_ctrl,Int16,cb_ctrl,647
S19,S19_M4_B26_Li_26_29_CB_res,Int16,cb_res,648
S19,S19_M4_B26_Li_26_29_I_res,Float,i_res,649
S19,S19_M4_B26_Li_26_29_P_res,Float,p_res,650
S19,S19_M4_B26_Li_26_29_Q_res,Float,q_res,651
S19,S19_M4_B26_Li_26_29_V_res,Float,v_res,652
S19,S19_M5_B26_Ld26_CB_ctrl,Int16,cb_ctrl,653
S19,S19_M5_B26_Ld26_CB_res,Int16,cb_res,654
S19,S19_M5_B26_Ld26_f_res,Float,f_res,655
S19,S19_M5_B26_Ld26_I_res,Float,i_res,656
S19,S19_M5_B26_Ld26_P_res,Float,p_res,657
S19,S19_M5_B26_Ld26_Q_res,Float,q_res,658
S19,S19_M5_B26_Ld26_V_res,Float,v_res,659
S20,S20_M1_B28_Li_26_28_CB_ctrl,Int16,cb_ctrl,660
S20,S20_M1_B28_Li_26_28_CB_res,Int16,cb_res,661
S20,S20_M1_B28_Li_26_28_I_res,Float,i_res,662
S20,S20_M1_B28_Li_26_28_P_res,Float,p_res,663
S20,S20_M1_B28_Li_26_28_Q_res,Float,q_res,664
S20,S20_M1_B28_Li_26_28_V_res,Float,v_res,665
S20,S20_M2_B28_Li_28_29_CB_ctrl,Int16,cb_ctrl,666
S20,S20_M2_B28_Li_28_29_CB_res,Int16,cb_res,667
S20,S20_M2_B28_Li_28_29_I_res,Float,i_res,668
S20,S20_M2_B28_Li_28_29_P_res,Float,p_res,669
S20,S20_M2_B28_Li_28_29_Q_res,Float,q_res,670
S20,S20_M2_B28_Li_28_29_V_res,Float,v_res,671
S20,S20_M3_B28_Ld28_CB_ctrl,Int16,cb_ctrl,672
S20,S20_M3_B28_Ld28_CB_res,Int16,cb_res,673
S20,S20_M3_B28_Ld28_f_res,Float,f_res,674
S20,S20_M3_B28_Ld28_I_res,Float,i_res,675
S20,S20_M3_B28_Ld28_P_res,Float,p_res,676
S20,S20_M3_B28_Ld28_Q_res,Float,q_res,677
S20,S20_M3_B28_Ld28_V_res,Float,v_res,678
S21,S21_M1_B24_Li_23_24_CB_ctrl,Int16,cb_ctrl,679
S21,S21_M1_B24_Li_23_24_CB_res,Int16,cb_res,680
S21,S21_M1_B24_Li_23_24_I_res,Float,i_res,681
S21,S21_M1_B24_Li_23_24_P_res,Float,p_res,682
S21,S21_M1_B24_Li_23_24_Q_res,Float,q_res,683
S21,S21_M1_B24_Li_23_24_V_res,Float,v_res,684
S21,S21_M2_B24_Li_16_24_CB_ctrl,Int16,cb_ctrl,685
S21,S21_M2_B24_Li_16_24_CB_res,Int16,cb_res,686
S21,S21_M2_B24_Li_16_24_I_res,Float,i_res,687
S21,S21_M2_B24_Li_16_24_P_res,Float,p_res,688
S21,S21_M2_B24_Li_16_24_Q_res,Float,q_res,689
S21,S21_M2_B24_Li_16_24_V_res,Float,v_res,690
S21,S21_M3_B24_Ld24_CB_ctrl,Int16,cb_ctrl,691
S21,S21_M3_B24_Ld24_CB_res,Int16,cb_res,692
S21,S21_M3_B24_Ld24_f_res,Float,f_res,693
S21,S21_M3_B24_Ld24_I_res,Float,i_res,694
S21,S21_M3_B24_Ld24_P_res,Float,p_res,695
S21,S21_M3_B24_Ld24_Q_res,Float,q_res,696
S21,S21_M3_B24_Ld24_V_res,Float,v_res,697
S22,S22_M1_B27_Li_17_27_CB_ctrl,Int16,cb_ctrl,698
S22,S22_M1_B27_Li_17_27_CB_res,Int16,cb_res,699
S22,S22_M1_B27_Li_17_27_I_res,Float,i_res,700
S22,S22_M1_B27_Li_17_27_P_res,Float,p_res,701
S22,S22_M1_B27_Li_17_27_Q_res,Float,q_res,702
S22,S22_M1_B27_Li_17_27_V_res,Float,v_res,703
S22,S22_M2_B27_Li_26_27_CB_ctrl,Int16,cb_ctrl,704
S22,S22_M2_B27_Li_26_27_CB_res,Int16,cb_res,705
S22,S22_M2_B27_Li_26_27_I_res,Float,i_res,706
S22,S22_M2_B27_Li_26_27_P_res,Float,p_res,707
S22,S22_M2_B27_Li_26_27_Q_res,Float,q_res,708
S22,S22_M2_B27_Li_26_27_V_res,Float,v_res,709
S22,S22_M3_B27_Ld27_CB_ctrl,Int16,cb_ctrl,710
S22,S22_M3_B27_Ld27_CB_res,Int16,cb_res,711
S22,S22_M3_B27_Ld27_f_res,Float,f_res,712
S22,S22_M3_B27_Ld27_I_res,Float,i_res,713
S22,S22_M3_B27_Ld27_P_res,Float,p_res,714
S22,S22_M3_B27_Ld27_Q_res,Float,q_res,715
S22,S22_M3_B27_Ld27_V_res,Float,v_res,716
S23,S23_M1_B17_Li_17_18_CB_ctrl,Int16,cb_ctrl,717
S23,S23_M1_B17_Li_17_18_CB_res,Int16,cb_res,718
S23,S23_M1_B17_Li_17_18_I_res,Float,i_res,719
S23,S23_M1_B17_Li_17_18_P_res,Float,p_res,720
S23,S23_M1_B17_Li_17_18_Q_res,Float,q_res,721
S23,S23_M2_B17_Li_17_27_CB_ctrl,Int16,cb_ctrl,722
S23,S23_M2_B17_Li_17_27_CB_res,Int16,cb_res,723
S23,S23_M2_B17_Li_17_27_I_res,Float,i_res,724
S23,S23_M2_B17_Li_17_27_P_res,Float,p_res,725
S23,S23_M2_B17_Li_17_27_Q_res,Float,q_res,726
S23,S23_M2_B17_Li_17_27_V_res,Float,v_res,727
S23,S23_M3_B17_Li_16_17_CB_ctrl,Int16,cb_ctrl,728
S23,S23_M3_B17_Li_16_17_CB_res,Int16,cb_res,729
S23,S23_M3_B17_Li_16_17_f_res,Float,f_res,730
S23,S23_M3_B17_Li_16_17_I_res,Float,i_res,731
S23,S23_M3_B17_Li_16_17_P_res,Float,p_res,732
S23,S23_M3_B17_Li_16_17_Q_res,Float,q_res,733
S23,S23_M3_B17_Li_16_17_V_res,Float,v_res,734
S24,S24_M1_B16_Li_16_24_CB_ctrl,Int16,cb_ctrl,735
S24,S24_M2_B16_Li_16_21_CB_ctrl,Int16,cb_ctrl,741
S24,S24_M3_B16_Li_16_19_CB_ctrl,Int16,cb_ctrl,747
S24,S24_M4_B16_Li_16_17_CB_ctrl,Int16,cb_ctrl,753
S24,S24_M5_B16_Li_15_16_CB_ctrl,Int16,cb_ctrl,759
S24,S24_M6_B16_Ld16_CB_ctrl,Int16,cb_ctrl,765
S25,S25_M1_B21_Li_16_21_CB_ctrl,Int16,cb_ctrl,772
S25,S25_M2_B21_Li_21_22_CB_ctrl,Int16,cb_ctrl,778
S25,S25_M3_B21_Ld21_CB_ctrl,Int16,cb_ctrl,784
S26,S26_M1_B15_Li_15_16_CB_ctrl,Int16,cb_ctrl,791
S26,S26_M2_B15_Li_14_15_CB_ctrl,Int16,cb_ctrl,797
S27,S27_M1_B14_Li_14_15_CB_ctrl,Int16,cb_ctrl,810
S27,S27_M2_B14_Li_13_14_CB_ctrl,Int16,cb_ctrl,816
S27,S27_M3_B14_Li_04_14_CB_ctrl,Int16,cb_ctrl,823
S24,S24_M1_B16_Li_16_24_CB_res,Int16,cb_res,736
S24,S24_M1_B16_Li_16_24_I_res,Float,i_res,737
S24,S24_M1_B16_Li_16_24_P_res,Float,p_res,738
S24,S24_M1_B16_Li_16_24_Q_res,Float,q_res,739
S24,S24_M1_B16_Li_16_24_V_res,Float,v_res,740
S24,S24_M2_B16_Li_16_21_CB_res,Int16,cb_res,742
S24,S24_M2_B16_Li_16_21_I_res,Float,i_res,743
S24,S24_M2_B16_Li_16_21_P_res,Float,p_res,744
S24,S24_M2_B16_Li_16_21_Q_res,Float,q_res,745
S24,S24_M2_B16_Li_16_21_V_res,Float,v_res,746
S24,S24_M3_B16_Li_16_19_CB_res,Int16,cb_res,748
S24,S24_M3_B16_Li_16_19_I_res,Float,i_res,749
S24,S24_M3_B16_Li_16_19_P_res,Float,p_res,750
S24,S24_M3_B16_Li_16_19_Q_res,Float,q_res,751
S24,S24_M3_B16_Li_16_19_V_res,Float,v_res,752
S24,S24_M4_B16_Li_16_17_CB_res,Int16,cb_res,754
S24,S24_M4_B16_Li_16_17_I_res,Float,i_res,755
S24,S24_M4_B16_Li_16_17_P_res,Float,p_res,756
S24,S24_M4_B16_Li_16_17_Q_res,Float,q_res,757
S24,S24_M4_B16_Li_16_17_V_res,Float,v_res,758
S24,S24_M5_B16_Li_15_16_CB_res,Int16,cb_res,760
S24,S24_M5_B16_Li_15_16_I_res,Float,i_res,761
S24,S24_M5_B16_Li_15_16_P_res,Float,p_res,762
S24,S24_M5_B16_Li_15_16_Q_res,Float,q_res,763
S24,S24_M5_B16_Li_15_16_V_res,Float,v_res,764
S24,S24_M6_B16_Ld16_CB_res,Int16,cb_res,766
S24,S24_M6_B16_Ld16_f_res,Float,f_res,767
S24,S24_M6_B16_Ld16_I_res,Float,i_res,768
S24,S24_M6_B16_Ld16_P_res,Float,p_res,769
S24,S24_M6_B16_Ld16_Q_res,Float,q_res,770
S24,S24_M6_B16_Ld16_V_res,Float,v_res,771
S25,S25_M1_B21_Li_16_21_CB_res,Int16,cb_res,773
S25,S25_M1_B21_Li_16_21_I_res,Float,i_res,774
S25,S25_M1_B21_Li_16_21_P_res,Float,p_res,775
S25,S25_M1_B21_Li_16_21_Q_res,Float,q_res,776
S25,S25_M1_B21_Li_16_21_V_res,Float,v_res,777
S25,S25_M2_B21_Li_21_22_CB_res,Int16,cb_res,779
S25,S25_M2_B21_Li_21_22_I_res,Float,i_res,780
S25,S25_M2_B21_Li_21_22_P_res,Float,p_res,781
S25,S25_M2_B21_Li_21_22_Q_res,Float,q_res,782
S25,S25_M2_B21_Li_21_22_V_res,Float,v_res,783
S25,S25_M3_B21_Ld21_CB_res,Int16,cb_res,785
S25,S25_M3_B21_Ld21_f_res,Float,f_res,786
S25,S25_M3_B21_Ld21_I_res,Float,i_res,787
S25,S25_M3_B21_Ld21_P_res,Float,p_res,788
S25,S25_M3_B21_Ld21_Q_res,Float,q_res,789
S25,S25_M3_B21_Ld21_V_res,Float,v_res,790
S26,S26_M1_B15_Li_15_16_CB_res,Int16,cb_res,792
S26,S26_M1_B15_Li_15_16_I_res,Float,i_res,793
S26,S26_M1_B15_Li_15_16_P_res,Float,p_res,794
S26,S26_M1_B15_Li_15_16_Q_res,Float,q_res,795
S26,S26_M1_B15_Li_15_16_V_res,Float,v_res,796
S26,S26_M2_B15_Li_14_15_CB_res,Int16,cb_res,798
S26,S26_M2_B15_Li_14_15_I_res,Float,i_res,799
S26,S26_M2_B15_Li_14_15_P_res,Float,p_res,800
S26,S26_M2_B15_Li_14_15_Q_res,Float,q_res,801
S26,S26_M2_B15_Li_14_15_V_res,Float,v_res,802
S26,S26_M3_B15_Ld15_CB_ctrl,Int16,cb_ctrl,803
S26,S26_M3_B15_Ld15_CB_res,Int16,cb_res,804
S26,S26_M3_B15_Ld15_f_res,Float,f_res,805
S26,S26_M3_B15_Ld15_I_res,Float,i_res,806
S26,S26_M3_B15_Ld15_P_res,Float,p_res,807
S26,S26_M3_B15_Ld15_Q_res,Float,q_res,808
S26,S26_M3_B15_Ld15_V_res,Float,v_res,809
S27,S27_M1_B14_Li_14_15_CB_res,Int16,cb_res,811
S27,S27_M1_B14_Li_14_15_I_res,Float,i_res,812
S27,S27_M1_B14_Li_14_15_P_res,Float,p_res,813
S27,S27_M1_B14_Li_14_15_Q_res,Float,q_res,814
S27,S27_M1_B14_Li_14_15_V_res,Float,v_res,815
S27,S27_M2_B14_Li_13_14_CB_res,Int16,cb_res,817
S27,S27_M2_B14_Li_13_14_f_res,Float,f_res,818
S27,S27_M2_B14_Li_13_14_I_res,Float,i_res,819
S27,S27_M2_B14_Li_13_14_P_res,Float,p_res,820
S27,S27_M2_B14_Li_13_14_Q_res,Float,q_res,821
S27,S27_M2_B14_Li_13_14_V_res,Float,v_res,822
S27,S27_M3_B14_Li_04_14_CB_res,Int16,cb_res,824
S27,S27_M3_B14_Li_04_14_I_res,Float,i_res,825
S27,S27_M3_B14_Li_04_14_P_res,Float,p_res,826
S27,S27_M3_B14_Li_04_14_Q_res,Float,q_res,827
S27,S27_M3_B14_Li_04_14_V_res,Float,v_res,828
